"date","ts","count","tmin","tmax","pn"
2013-02-09,2013-02-09 06:00:00,3,-2.8,4.4,0
2013-02-09,2013-02-09 07:00:00,18,-2.8,4.4,0
2013-02-09,2013-02-09 08:00:00,41,-2.8,4.4,0
2013-02-09,2013-02-09 09:00:00,99,-2.8,4.4,0
2013-02-09,2013-02-09 10:00:00,167,-2.8,4.4,0
2013-02-09,2013-02-09 11:00:00,233,-2.8,4.4,0
2013-02-09,2013-02-09 12:00:00,293,-2.8,4.4,0
2013-02-09,2013-02-09 13:00:00,275,-2.8,4.4,0
2013-02-09,2013-02-09 14:00:00,320,-2.8,4.4,0
2013-02-09,2013-02-09 15:00:00,264,-2.8,4.4,0
2013-02-09,2013-02-09 16:00:00,312,-2.8,4.4,0
2013-02-09,2013-02-09 17:00:00,294,-2.8,4.4,0
2013-02-09,2013-02-09 18:00:00,272,-2.8,4.4,0
2013-02-09,2013-02-09 19:00:00,195,-2.8,4.4,0
2013-02-09,2013-02-09 20:00:00,133,-2.8,4.4,0
2013-02-09,2013-02-09 21:00:00,117,-2.8,4.4,0
2013-02-09,2013-02-09 22:00:00,94,-2.8,4.4,0
2013-02-09,2013-02-09 23:00:00,81,-2.8,4.4,0
2013-02-10,2013-02-10 00:00:00,91,-7.8,6.1,0
2013-02-10,2013-02-10 01:00:00,63,-7.8,6.1,0
2013-02-10,2013-02-10 02:00:00,55,-7.8,6.1,0
2013-02-10,2013-02-10 03:00:00,36,-7.8,6.1,0
2013-02-10,2013-02-10 04:00:00,16,-7.8,6.1,0
2013-02-10,2013-02-10 05:00:00,4,-7.8,6.1,0
2013-02-10,2013-02-10 06:00:00,5,-7.8,6.1,0
2013-02-10,2013-02-10 07:00:00,19,-7.8,6.1,0
2013-02-10,2013-02-10 08:00:00,41,-7.8,6.1,0
2013-02-10,2013-02-10 09:00:00,69,-7.8,6.1,0
2013-02-10,2013-02-10 10:00:00,181,-7.8,6.1,0
2013-02-10,2013-02-10 11:00:00,254,-7.8,6.1,0
2013-02-10,2013-02-10 12:00:00,300,-7.8,6.1,0
2013-02-10,2013-02-10 13:00:00,323,-7.8,6.1,0
2013-02-10,2013-02-10 14:00:00,347,-7.8,6.1,0
2013-02-10,2013-02-10 15:00:00,357,-7.8,6.1,0
2013-02-10,2013-02-10 16:00:00,311,-7.8,6.1,0
2013-02-10,2013-02-10 17:00:00,312,-7.8,6.1,0
2013-02-10,2013-02-10 18:00:00,290,-7.8,6.1,0
2013-02-10,2013-02-10 19:00:00,173,-7.8,6.1,0
2013-02-10,2013-02-10 20:00:00,126,-7.8,6.1,0
2013-02-10,2013-02-10 21:00:00,108,-7.8,6.1,0
2013-02-10,2013-02-10 22:00:00,77,-7.8,6.1,0
2013-02-10,2013-02-10 23:00:00,51,-7.8,6.1,0
2013-02-11,2013-02-11 00:00:00,35,2.2,12.2,10.4
2013-02-11,2013-02-11 01:00:00,9,2.2,12.2,10.4
2013-02-11,2013-02-11 02:00:00,6,2.2,12.2,10.4
2013-02-11,2013-02-11 03:00:00,2,2.2,12.2,10.4
2013-02-11,2013-02-11 04:00:00,3,2.2,12.2,10.4
2013-02-11,2013-02-11 05:00:00,3,2.2,12.2,10.4
2013-02-11,2013-02-11 06:00:00,23,2.2,12.2,10.4
2013-02-11,2013-02-11 07:00:00,82,2.2,12.2,10.4
2013-02-11,2013-02-11 08:00:00,316,2.2,12.2,10.4
2013-02-11,2013-02-11 09:00:00,427,2.2,12.2,10.4
2013-02-11,2013-02-11 10:00:00,163,2.2,12.2,10.4
2013-02-11,2013-02-11 11:00:00,101,2.2,12.2,10.4
2013-02-11,2013-02-11 12:00:00,123,2.2,12.2,10.4
2013-02-11,2013-02-11 13:00:00,154,2.2,12.2,10.4
2013-02-11,2013-02-11 14:00:00,157,2.2,12.2,10.4
2013-02-11,2013-02-11 15:00:00,144,2.2,12.2,10.4
2013-02-11,2013-02-11 16:00:00,235,2.2,12.2,10.4
2013-02-11,2013-02-11 17:00:00,392,2.2,12.2,10.4
2013-02-11,2013-02-11 18:00:00,573,2.2,12.2,10.4
2013-02-11,2013-02-11 19:00:00,499,2.2,12.2,10.4
2013-02-11,2013-02-11 20:00:00,296,2.2,12.2,10.4
2013-02-11,2013-02-11 21:00:00,230,2.2,12.2,10.4
2013-02-11,2013-02-11 22:00:00,161,2.2,12.2,10.4
2013-02-11,2013-02-11 23:00:00,86,2.2,12.2,10.4
2013-02-12,2013-02-12 00:00:00,39,2.8,12.2,0
2013-02-12,2013-02-12 01:00:00,10,2.8,12.2,0
2013-02-12,2013-02-12 02:00:00,5,2.8,12.2,0
2013-02-12,2013-02-12 03:00:00,4,2.8,12.2,0
2013-02-12,2013-02-12 04:00:00,3,2.8,12.2,0
2013-02-12,2013-02-12 05:00:00,5,2.8,12.2,0
2013-02-12,2013-02-12 06:00:00,85,2.8,12.2,0
2013-02-12,2013-02-12 07:00:00,206,2.8,12.2,0
2013-02-12,2013-02-12 08:00:00,588,2.8,12.2,0
2013-02-12,2013-02-12 09:00:00,544,2.8,12.2,0
2013-02-12,2013-02-12 10:00:00,173,2.8,12.2,0
2013-02-12,2013-02-12 11:00:00,157,2.8,12.2,0
2013-02-12,2013-02-12 12:00:00,207,2.8,12.2,0
2013-02-12,2013-02-12 13:00:00,238,2.8,12.2,0
2013-02-12,2013-02-12 14:00:00,208,2.8,12.2,0
2013-02-12,2013-02-12 15:00:00,192,2.8,12.2,0
2013-02-12,2013-02-12 16:00:00,324,2.8,12.2,0
2013-02-12,2013-02-12 17:00:00,500,2.8,12.2,0
2013-02-12,2013-02-12 18:00:00,682,2.8,12.2,0
2013-02-12,2013-02-12 19:00:00,515,2.8,12.2,0
2013-02-12,2013-02-12 20:00:00,396,2.8,12.2,0
2013-02-12,2013-02-12 21:00:00,230,2.8,12.2,0
2013-02-12,2013-02-12 22:00:00,142,2.8,12.2,0
2013-02-12,2013-02-12 23:00:00,144,2.8,12.2,0
2013-02-13,2013-02-13 00:00:00,66,-0.6,6.7,7.9
2013-02-13,2013-02-13 01:00:00,21,-0.6,6.7,7.9
2013-02-13,2013-02-13 02:00:00,12,-0.6,6.7,7.9
2013-02-13,2013-02-13 03:00:00,4,-0.6,6.7,7.9
2013-02-13,2013-02-13 04:00:00,4,-0.6,6.7,7.9
2013-02-13,2013-02-13 05:00:00,9,-0.6,6.7,7.9
2013-02-13,2013-02-13 06:00:00,68,-0.6,6.7,7.9
2013-02-13,2013-02-13 07:00:00,189,-0.6,6.7,7.9
2013-02-13,2013-02-13 08:00:00,590,-0.6,6.7,7.9
2013-02-13,2013-02-13 09:00:00,612,-0.6,6.7,7.9
2013-02-13,2013-02-13 10:00:00,207,-0.6,6.7,7.9
2013-02-13,2013-02-13 11:00:00,135,-0.6,6.7,7.9
2013-02-13,2013-02-13 12:00:00,198,-0.6,6.7,7.9
2013-02-13,2013-02-13 13:00:00,228,-0.6,6.7,7.9
2013-02-13,2013-02-13 14:00:00,175,-0.6,6.7,7.9
2013-02-13,2013-02-13 15:00:00,149,-0.6,6.7,7.9
2013-02-13,2013-02-13 16:00:00,171,-0.6,6.7,7.9
2013-02-13,2013-02-13 17:00:00,161,-0.6,6.7,7.9
2013-02-13,2013-02-13 18:00:00,167,-0.6,6.7,7.9
2013-02-13,2013-02-13 19:00:00,136,-0.6,6.7,7.9
2013-02-13,2013-02-13 20:00:00,85,-0.6,6.7,7.9
2013-02-13,2013-02-13 21:00:00,77,-0.6,6.7,7.9
2013-02-13,2013-02-13 22:00:00,52,-0.6,6.7,7.9
2013-02-13,2013-02-13 23:00:00,46,-0.6,6.7,7.9
2013-02-14,2013-02-14 00:00:00,30,-1.1,9.4,0
2013-02-14,2013-02-14 01:00:00,13,-1.1,9.4,0
2013-02-14,2013-02-14 02:00:00,12,-1.1,9.4,0
2013-02-14,2013-02-14 03:00:00,3,-1.1,9.4,0
2013-02-14,2013-02-14 04:00:00,3,-1.1,9.4,0
2013-02-14,2013-02-14 05:00:00,3,-1.1,9.4,0
2013-02-14,2013-02-14 06:00:00,67,-1.1,9.4,0
2013-02-14,2013-02-14 07:00:00,172,-1.1,9.4,0
2013-02-14,2013-02-14 08:00:00,512,-1.1,9.4,0
2013-02-14,2013-02-14 09:00:00,467,-1.1,9.4,0
2013-02-14,2013-02-14 10:00:00,209,-1.1,9.4,0
2013-02-14,2013-02-14 11:00:00,132,-1.1,9.4,0
2013-02-14,2013-02-14 12:00:00,225,-1.1,9.4,0
2013-02-14,2013-02-14 13:00:00,253,-1.1,9.4,0
2013-02-14,2013-02-14 14:00:00,268,-1.1,9.4,0
2013-02-14,2013-02-14 15:00:00,242,-1.1,9.4,0
2013-02-14,2013-02-14 16:00:00,298,-1.1,9.4,0
2013-02-14,2013-02-14 17:00:00,469,-1.1,9.4,0
2013-02-14,2013-02-14 18:00:00,663,-1.1,9.4,0
2013-02-14,2013-02-14 19:00:00,462,-1.1,9.4,0
2013-02-14,2013-02-14 20:00:00,243,-1.1,9.4,0
2013-02-14,2013-02-14 21:00:00,162,-1.1,9.4,0
2013-02-14,2013-02-14 22:00:00,122,-1.1,9.4,0
2013-02-14,2013-02-14 23:00:00,81,-1.1,9.4,0
2013-02-15,2013-02-15 00:00:00,53,-1.7,15,2.3
2013-02-15,2013-02-15 01:00:00,27,-1.7,15,2.3
2013-02-15,2013-02-15 02:00:00,16,-1.7,15,2.3
2013-02-15,2013-02-15 03:00:00,4,-1.7,15,2.3
2013-02-15,2013-02-15 04:00:00,5,-1.7,15,2.3
2013-02-15,2013-02-15 05:00:00,11,-1.7,15,2.3
2013-02-15,2013-02-15 06:00:00,54,-1.7,15,2.3
2013-02-15,2013-02-15 07:00:00,153,-1.7,15,2.3
2013-02-15,2013-02-15 08:00:00,483,-1.7,15,2.3
2013-02-15,2013-02-15 09:00:00,595,-1.7,15,2.3
2013-02-15,2013-02-15 10:00:00,240,-1.7,15,2.3
2013-02-15,2013-02-15 11:00:00,214,-1.7,15,2.3
2013-02-15,2013-02-15 12:00:00,286,-1.7,15,2.3
2013-02-15,2013-02-15 13:00:00,358,-1.7,15,2.3
2013-02-15,2013-02-15 14:00:00,325,-1.7,15,2.3
2013-02-15,2013-02-15 15:00:00,299,-1.7,15,2.3
2013-02-15,2013-02-15 16:00:00,387,-1.7,15,2.3
2013-02-15,2013-02-15 17:00:00,523,-1.7,15,2.3
2013-02-15,2013-02-15 18:00:00,514,-1.7,15,2.3
2013-02-15,2013-02-15 19:00:00,349,-1.7,15,2.3
2013-02-15,2013-02-15 20:00:00,243,-1.7,15,2.3
2013-02-15,2013-02-15 21:00:00,102,-1.7,15,2.3
2013-02-15,2013-02-15 22:00:00,41,-1.7,15,2.3
2013-02-15,2013-02-15 23:00:00,36,-1.7,15,2.3
2013-02-16,2013-02-16 00:00:00,36,0,2.8,1
2013-02-16,2013-02-16 01:00:00,37,0,2.8,1
2013-02-16,2013-02-16 02:00:00,28,0,2.8,1
2013-02-16,2013-02-16 03:00:00,20,0,2.8,1
2013-02-16,2013-02-16 04:00:00,3,0,2.8,1
2013-02-16,2013-02-16 05:00:00,6,0,2.8,1
2013-02-16,2013-02-16 06:00:00,10,0,2.8,1
2013-02-16,2013-02-16 07:00:00,20,0,2.8,1
2013-02-16,2013-02-16 08:00:00,44,0,2.8,1
2013-02-16,2013-02-16 09:00:00,121,0,2.8,1
2013-02-16,2013-02-16 10:00:00,178,0,2.8,1
2013-02-16,2013-02-16 11:00:00,246,0,2.8,1
2013-02-16,2013-02-16 12:00:00,245,0,2.8,1
2013-02-16,2013-02-16 13:00:00,323,0,2.8,1
2013-02-16,2013-02-16 14:00:00,292,0,2.8,1
2013-02-16,2013-02-16 15:00:00,255,0,2.8,1
2013-02-16,2013-02-16 16:00:00,281,0,2.8,1
2013-02-16,2013-02-16 17:00:00,248,0,2.8,1
2013-02-16,2013-02-16 18:00:00,213,0,2.8,1
2013-02-16,2013-02-16 19:00:00,188,0,2.8,1
2013-02-16,2013-02-16 20:00:00,135,0,2.8,1
2013-02-16,2013-02-16 21:00:00,104,0,2.8,1
2013-02-16,2013-02-16 22:00:00,90,0,2.8,1
2013-02-16,2013-02-16 23:00:00,82,0,2.8,1
2013-02-17,2013-02-17 00:00:00,55,-4.4,0,0
2013-02-17,2013-02-17 01:00:00,50,-4.4,0,0
2013-02-17,2013-02-17 02:00:00,52,-4.4,0,0
2013-02-17,2013-02-17 03:00:00,38,-4.4,0,0
2013-02-17,2013-02-17 04:00:00,7,-4.4,0,0
2013-02-17,2013-02-17 05:00:00,4,-4.4,0,0
2013-02-17,2013-02-17 06:00:00,7,-4.4,0,0
2013-02-17,2013-02-17 07:00:00,20,-4.4,0,0
2013-02-17,2013-02-17 08:00:00,38,-4.4,0,0
2013-02-17,2013-02-17 09:00:00,76,-4.4,0,0
2013-02-17,2013-02-17 10:00:00,150,-4.4,0,0
2013-02-17,2013-02-17 11:00:00,227,-4.4,0,0
2013-02-17,2013-02-17 12:00:00,228,-4.4,0,0
2013-02-17,2013-02-17 13:00:00,240,-4.4,0,0
2013-02-17,2013-02-17 14:00:00,206,-4.4,0,0
2013-02-17,2013-02-17 15:00:00,215,-4.4,0,0
2013-02-17,2013-02-17 16:00:00,187,-4.4,0,0
2013-02-17,2013-02-17 17:00:00,183,-4.4,0,0
2013-02-17,2013-02-17 18:00:00,148,-4.4,0,0
2013-02-17,2013-02-17 19:00:00,109,-4.4,0,0
2013-02-17,2013-02-17 20:00:00,98,-4.4,0,0
2013-02-17,2013-02-17 21:00:00,55,-4.4,0,0
2013-02-17,2013-02-17 22:00:00,57,-4.4,0,0
2013-02-17,2013-02-17 23:00:00,36,-4.4,0,0
2013-02-18,2013-02-18 00:00:00,39,-6.7,4.4,0
2013-02-18,2013-02-18 01:00:00,19,-6.7,4.4,0
2013-02-18,2013-02-18 02:00:00,17,-6.7,4.4,0
2013-02-18,2013-02-18 03:00:00,10,-6.7,4.4,0
2013-02-18,2013-02-18 04:00:00,1,-6.7,4.4,0
2013-02-18,2013-02-18 05:00:00,2,-6.7,4.4,0
2013-02-18,2013-02-18 06:00:00,16,-6.7,4.4,0
2013-02-18,2013-02-18 07:00:00,29,-6.7,4.4,0
2013-02-18,2013-02-18 08:00:00,100,-6.7,4.4,0
2013-02-18,2013-02-18 09:00:00,138,-6.7,4.4,0
2013-02-18,2013-02-18 10:00:00,145,-6.7,4.4,0
2013-02-18,2013-02-18 11:00:00,155,-6.7,4.4,0
2013-02-18,2013-02-18 12:00:00,210,-6.7,4.4,0
2013-02-18,2013-02-18 13:00:00,224,-6.7,4.4,0
2013-02-18,2013-02-18 14:00:00,288,-6.7,4.4,0
2013-02-18,2013-02-18 15:00:00,296,-6.7,4.4,0
2013-02-18,2013-02-18 16:00:00,300,-6.7,4.4,0
2013-02-18,2013-02-18 17:00:00,353,-6.7,4.4,0
2013-02-18,2013-02-18 18:00:00,328,-6.7,4.4,0
2013-02-18,2013-02-18 19:00:00,218,-6.7,4.4,0
2013-02-18,2013-02-18 20:00:00,178,-6.7,4.4,0
2013-02-18,2013-02-18 21:00:00,116,-6.7,4.4,0
2013-02-18,2013-02-18 22:00:00,93,-6.7,4.4,0
2013-02-18,2013-02-18 23:00:00,51,-6.7,4.4,0
2013-02-19,2013-02-19 00:00:00,30,-3.3,7.2,2.3
2013-02-19,2013-02-19 01:00:00,13,-3.3,7.2,2.3
2013-02-19,2013-02-19 02:00:00,9,-3.3,7.2,2.3
2013-02-19,2013-02-19 03:00:00,5,-3.3,7.2,2.3
2013-02-19,2013-02-19 04:00:00,5,-3.3,7.2,2.3
2013-02-19,2013-02-19 05:00:00,9,-3.3,7.2,2.3
2013-02-19,2013-02-19 06:00:00,68,-3.3,7.2,2.3
2013-02-19,2013-02-19 07:00:00,171,-3.3,7.2,2.3
2013-02-19,2013-02-19 08:00:00,521,-3.3,7.2,2.3
2013-02-19,2013-02-19 09:00:00,502,-3.3,7.2,2.3
2013-02-19,2013-02-19 10:00:00,83,-3.3,7.2,2.3
2013-02-19,2013-02-19 11:00:00,44,-3.3,7.2,2.3
2013-02-19,2013-02-19 12:00:00,45,-3.3,7.2,2.3
2013-02-19,2013-02-19 13:00:00,67,-3.3,7.2,2.3
2013-02-19,2013-02-19 14:00:00,96,-3.3,7.2,2.3
2013-02-19,2013-02-19 15:00:00,112,-3.3,7.2,2.3
2013-02-19,2013-02-19 16:00:00,173,-3.3,7.2,2.3
2013-02-19,2013-02-19 17:00:00,327,-3.3,7.2,2.3
2013-02-19,2013-02-19 18:00:00,516,-3.3,7.2,2.3
2013-02-19,2013-02-19 19:00:00,466,-3.3,7.2,2.3
2013-02-19,2013-02-19 20:00:00,283,-3.3,7.2,2.3
2013-02-19,2013-02-19 21:00:00,174,-3.3,7.2,2.3
2013-02-19,2013-02-19 22:00:00,139,-3.3,7.2,2.3
2013-02-19,2013-02-19 23:00:00,65,-3.3,7.2,2.3
2013-02-20,2013-02-20 00:00:00,51,-4.4,3.3,0
2013-02-20,2013-02-20 01:00:00,9,-4.4,3.3,0
2013-02-20,2013-02-20 02:00:00,9,-4.4,3.3,0
2013-02-20,2013-02-20 03:00:00,2,-4.4,3.3,0
2013-02-20,2013-02-20 04:00:00,5,-4.4,3.3,0
2013-02-20,2013-02-20 05:00:00,8,-4.4,3.3,0
2013-02-20,2013-02-20 06:00:00,61,-4.4,3.3,0
2013-02-20,2013-02-20 07:00:00,196,-4.4,3.3,0
2013-02-20,2013-02-20 08:00:00,474,-4.4,3.3,0
2013-02-20,2013-02-20 09:00:00,540,-4.4,3.3,0
2013-02-20,2013-02-20 10:00:00,162,-4.4,3.3,0
2013-02-20,2013-02-20 11:00:00,117,-4.4,3.3,0
2013-02-20,2013-02-20 12:00:00,166,-4.4,3.3,0
2013-02-20,2013-02-20 13:00:00,176,-4.4,3.3,0
2013-02-20,2013-02-20 14:00:00,176,-4.4,3.3,0
2013-02-20,2013-02-20 15:00:00,140,-4.4,3.3,0
2013-02-20,2013-02-20 16:00:00,207,-4.4,3.3,0
2013-02-20,2013-02-20 17:00:00,326,-4.4,3.3,0
2013-02-20,2013-02-20 18:00:00,536,-4.4,3.3,0
2013-02-20,2013-02-20 19:00:00,356,-4.4,3.3,0
2013-02-20,2013-02-20 20:00:00,251,-4.4,3.3,0
2013-02-20,2013-02-20 21:00:00,189,-4.4,3.3,0
2013-02-20,2013-02-20 22:00:00,135,-4.4,3.3,0
2013-02-20,2013-02-20 23:00:00,68,-4.4,3.3,0
2013-02-21,2013-02-21 00:00:00,30,-5,3.3,0
2013-02-21,2013-02-21 01:00:00,9,-5,3.3,0
2013-02-21,2013-02-21 02:00:00,8,-5,3.3,0
2013-02-21,2013-02-21 03:00:00,3,-5,3.3,0
2013-02-21,2013-02-21 04:00:00,3,-5,3.3,0
2013-02-21,2013-02-21 05:00:00,7,-5,3.3,0
2013-02-21,2013-02-21 06:00:00,51,-5,3.3,0
2013-02-21,2013-02-21 07:00:00,170,-5,3.3,0
2013-02-21,2013-02-21 08:00:00,443,-5,3.3,0
2013-02-21,2013-02-21 09:00:00,453,-5,3.3,0
2013-02-21,2013-02-21 10:00:00,163,-5,3.3,0
2013-02-21,2013-02-21 11:00:00,96,-5,3.3,0
2013-02-21,2013-02-21 12:00:00,131,-5,3.3,0
2013-02-21,2013-02-21 13:00:00,170,-5,3.3,0
2013-02-21,2013-02-21 14:00:00,145,-5,3.3,0
2013-02-21,2013-02-21 15:00:00,134,-5,3.3,0
2013-02-21,2013-02-21 16:00:00,188,-5,3.3,0
2013-02-21,2013-02-21 17:00:00,376,-5,3.3,0
2013-02-21,2013-02-21 18:00:00,516,-5,3.3,0
2013-02-21,2013-02-21 19:00:00,351,-5,3.3,0
2013-02-21,2013-02-21 20:00:00,234,-5,3.3,0
2013-02-21,2013-02-21 21:00:00,191,-5,3.3,0
2013-02-21,2013-02-21 22:00:00,145,-5,3.3,0
2013-02-21,2013-02-21 23:00:00,79,-5,3.3,0
2013-02-22,2013-02-22 00:00:00,55,-2.2,0.6,0.8
2013-02-22,2013-02-22 01:00:00,26,-2.2,0.6,0.8
2013-02-22,2013-02-22 02:00:00,16,-2.2,0.6,0.8
2013-02-22,2013-02-22 03:00:00,5,-2.2,0.6,0.8
2013-02-22,2013-02-22 04:00:00,9,-2.2,0.6,0.8
2013-02-22,2013-02-22 05:00:00,4,-2.2,0.6,0.8
2013-02-22,2013-02-22 06:00:00,56,-2.2,0.6,0.8
2013-02-22,2013-02-22 07:00:00,160,-2.2,0.6,0.8
2013-02-22,2013-02-22 08:00:00,419,-2.2,0.6,0.8
2013-02-22,2013-02-22 09:00:00,533,-2.2,0.6,0.8
2013-02-22,2013-02-22 10:00:00,206,-2.2,0.6,0.8
2013-02-22,2013-02-22 11:00:00,113,-2.2,0.6,0.8
2013-02-22,2013-02-22 12:00:00,149,-2.2,0.6,0.8
2013-02-22,2013-02-22 13:00:00,137,-2.2,0.6,0.8
2013-02-22,2013-02-22 14:00:00,72,-2.2,0.6,0.8
2013-02-22,2013-02-22 15:00:00,107,-2.2,0.6,0.8
2013-02-22,2013-02-22 16:00:00,151,-2.2,0.6,0.8
2013-02-22,2013-02-22 17:00:00,286,-2.2,0.6,0.8
2013-02-22,2013-02-22 18:00:00,309,-2.2,0.6,0.8
2013-02-22,2013-02-22 19:00:00,221,-2.2,0.6,0.8
2013-02-22,2013-02-22 20:00:00,171,-2.2,0.6,0.8
2013-02-22,2013-02-22 21:00:00,130,-2.2,0.6,0.8
2013-02-22,2013-02-22 22:00:00,113,-2.2,0.6,0.8
2013-02-22,2013-02-22 23:00:00,74,-2.2,0.6,0.8
2013-02-23,2013-02-23 00:00:00,55,0,7.8,3
2013-02-23,2013-02-23 01:00:00,53,0,7.8,3
2013-02-23,2013-02-23 02:00:00,36,0,7.8,3
2013-02-23,2013-02-23 03:00:00,25,0,7.8,3
2013-02-23,2013-02-23 04:00:00,10,0,7.8,3
2013-02-23,2013-02-23 05:00:00,0,0,7.8,3
2013-02-23,2013-02-23 06:00:00,4,0,7.8,3
2013-02-23,2013-02-23 07:00:00,16,0,7.8,3
2013-02-23,2013-02-23 08:00:00,39,0,7.8,3
2013-02-23,2013-02-23 09:00:00,80,0,7.8,3
2013-02-23,2013-02-23 10:00:00,104,0,7.8,3
2013-02-23,2013-02-23 11:00:00,109,0,7.8,3
2013-02-23,2013-02-23 12:00:00,117,0,7.8,3
2013-02-23,2013-02-23 13:00:00,147,0,7.8,3
2013-02-23,2013-02-23 14:00:00,157,0,7.8,3
2013-02-23,2013-02-23 15:00:00,187,0,7.8,3
2013-02-23,2013-02-23 16:00:00,267,0,7.8,3
2013-02-23,2013-02-23 17:00:00,230,0,7.8,3
2013-02-23,2013-02-23 18:00:00,222,0,7.8,3
2013-02-23,2013-02-23 19:00:00,189,0,7.8,3
2013-02-23,2013-02-23 20:00:00,145,0,7.8,3
2013-02-23,2013-02-23 21:00:00,142,0,7.8,3
2013-02-23,2013-02-23 22:00:00,110,0,7.8,3
2013-02-23,2013-02-23 23:00:00,101,0,7.8,3
2013-02-24,2013-02-24 00:00:00,73,-0.6,10,0
2013-02-24,2013-02-24 01:00:00,77,-0.6,10,0
2013-02-24,2013-02-24 02:00:00,89,-0.6,10,0
2013-02-24,2013-02-24 03:00:00,49,-0.6,10,0
2013-02-24,2013-02-24 04:00:00,16,-0.6,10,0
2013-02-24,2013-02-24 05:00:00,6,-0.6,10,0
2013-02-24,2013-02-24 06:00:00,8,-0.6,10,0
2013-02-24,2013-02-24 07:00:00,18,-0.6,10,0
2013-02-24,2013-02-24 08:00:00,49,-0.6,10,0
2013-02-24,2013-02-24 09:00:00,110,-0.6,10,0
2013-02-24,2013-02-24 10:00:00,194,-0.6,10,0
2013-02-24,2013-02-24 11:00:00,299,-0.6,10,0
2013-02-24,2013-02-24 12:00:00,328,-0.6,10,0
2013-02-24,2013-02-24 13:00:00,435,-0.6,10,0
2013-02-24,2013-02-24 14:00:00,486,-0.6,10,0
2013-02-24,2013-02-24 15:00:00,517,-0.6,10,0
2013-02-24,2013-02-24 16:00:00,438,-0.6,10,0
2013-02-24,2013-02-24 17:00:00,381,-0.6,10,0
2013-02-24,2013-02-24 18:00:00,274,-0.6,10,0
2013-02-24,2013-02-24 19:00:00,186,-0.6,10,0
2013-02-24,2013-02-24 20:00:00,129,-0.6,10,0
2013-02-24,2013-02-24 21:00:00,81,-0.6,10,0
2013-02-24,2013-02-24 22:00:00,55,-0.6,10,0
2013-02-24,2013-02-24 23:00:00,51,-0.6,10,0
2013-02-25,2013-02-25 00:00:00,59,-2.8,8.9,0
2013-02-25,2013-02-25 01:00:00,19,-2.8,8.9,0
2013-02-25,2013-02-25 02:00:00,4,-2.8,8.9,0
2013-02-25,2013-02-25 03:00:00,1,-2.8,8.9,0
2013-02-25,2013-02-25 04:00:00,2,-2.8,8.9,0
2013-02-25,2013-02-25 05:00:00,4,-2.8,8.9,0
2013-02-25,2013-02-25 06:00:00,60,-2.8,8.9,0
2013-02-25,2013-02-25 07:00:00,172,-2.8,8.9,0
2013-02-25,2013-02-25 08:00:00,479,-2.8,8.9,0
2013-02-25,2013-02-25 09:00:00,521,-2.8,8.9,0
2013-02-25,2013-02-25 10:00:00,191,-2.8,8.9,0
2013-02-25,2013-02-25 11:00:00,107,-2.8,8.9,0
2013-02-25,2013-02-25 12:00:00,163,-2.8,8.9,0
2013-02-25,2013-02-25 13:00:00,189,-2.8,8.9,0
2013-02-25,2013-02-25 14:00:00,205,-2.8,8.9,0
2013-02-25,2013-02-25 15:00:00,215,-2.8,8.9,0
2013-02-25,2013-02-25 16:00:00,264,-2.8,8.9,0
2013-02-25,2013-02-25 17:00:00,443,-2.8,8.9,0
2013-02-25,2013-02-25 18:00:00,682,-2.8,8.9,0
2013-02-25,2013-02-25 19:00:00,398,-2.8,8.9,0
2013-02-25,2013-02-25 20:00:00,343,-2.8,8.9,0
2013-02-25,2013-02-25 21:00:00,207,-2.8,8.9,0
2013-02-25,2013-02-25 22:00:00,139,-2.8,8.9,0
2013-02-25,2013-02-25 23:00:00,77,-2.8,8.9,0
2013-02-26,2013-02-26 00:00:00,31,-3.3,6.1,12.4
2013-02-26,2013-02-26 01:00:00,11,-3.3,6.1,12.4
2013-02-26,2013-02-26 02:00:00,7,-3.3,6.1,12.4
2013-02-26,2013-02-26 03:00:00,7,-3.3,6.1,12.4
2013-02-26,2013-02-26 04:00:00,4,-3.3,6.1,12.4
2013-02-26,2013-02-26 05:00:00,8,-3.3,6.1,12.4
2013-02-26,2013-02-26 06:00:00,65,-3.3,6.1,12.4
2013-02-26,2013-02-26 07:00:00,214,-3.3,6.1,12.4
2013-02-26,2013-02-26 08:00:00,551,-3.3,6.1,12.4
2013-02-26,2013-02-26 09:00:00,520,-3.3,6.1,12.4
2013-02-26,2013-02-26 10:00:00,218,-3.3,6.1,12.4
2013-02-26,2013-02-26 11:00:00,107,-3.3,6.1,12.4
2013-02-26,2013-02-26 12:00:00,90,-3.3,6.1,12.4
2013-02-26,2013-02-26 13:00:00,70,-3.3,6.1,12.4
2013-02-26,2013-02-26 14:00:00,49,-3.3,6.1,12.4
2013-02-26,2013-02-26 15:00:00,40,-3.3,6.1,12.4
2013-02-26,2013-02-26 16:00:00,52,-3.3,6.1,12.4
2013-02-26,2013-02-26 17:00:00,158,-3.3,6.1,12.4
2013-02-26,2013-02-26 18:00:00,233,-3.3,6.1,12.4
2013-02-26,2013-02-26 19:00:00,121,-3.3,6.1,12.4
2013-02-26,2013-02-26 20:00:00,86,-3.3,6.1,12.4
2013-02-26,2013-02-26 21:00:00,45,-3.3,6.1,12.4
2013-02-26,2013-02-26 22:00:00,40,-3.3,6.1,12.4
2013-02-26,2013-02-26 23:00:00,26,-3.3,6.1,12.4
