holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume
None,275.33,0.0,0.0,90,Mist,mist,2013-04-18 21:00:00,1577
None,275.33,0.0,0.0,90,Rain,moderate rain,2013-04-18 21:00:00,1577
None,275.33,0.0,0.0,90,Snow,heavy snow,2013-04-18 21:00:00,1577
None,274.79,0.0,0.0,90,Mist,mist,2013-04-18 22:00:00,1532
None,274.79,0.0,0.0,90,Drizzle,light intensity drizzle,2013-04-18 22:00:00,1532
None,274.79,0.0,0.0,90,Rain,light rain,2013-04-18 22:00:00,1532
None,274.79,0.0,0.0,90,Rain,moderate rain,2013-04-18 22:00:00,1532
None,274.79,0.0,0.0,90,Snow,heavy snow,2013-04-18 22:00:00,1532
None,274.79,0.0,0.0,90,Snow,snow,2013-04-18 22:00:00,1532
None,274.65,0.0,0.0,90,Rain,moderate rain,2013-04-18 23:00:00,889
None,274.65,0.0,0.0,90,Mist,mist,2013-04-18 23:00:00,889
None,274.65,0.0,0.0,90,Rain,light rain,2013-04-18 23:00:00,889
None,274.65,0.0,0.0,90,Snow,heavy snow,2013-04-18 23:00:00,889
None,274.65,0.0,0.0,90,Snow,snow,2013-04-18 23:00:00,889
None,274.36,0.0,0.0,90,Rain,light rain,2013-04-19 00:00:00,516
None,274.36,0.0,0.0,90,Snow,heavy snow,2013-04-19 00:00:00,516
None,274.19,0.0,0.0,90,Rain,light rain,2013-04-19 01:00:00,338
None,274.19,0.0,0.0,90,Mist,mist,2013-04-19 01:00:00,338
None,274.19,0.0,0.0,90,Drizzle,light intensity drizzle,2013-04-19 01:00:00,338
None,274.19,0.0,0.0,90,Snow,heavy snow,2013-04-19 01:00:00,338
None,274.03,0.0,0.0,90,Mist,mist,2013-04-19 02:00:00,261
None,274.03,0.0,0.0,90,Rain,light rain,2013-04-19 02:00:00,261
None,274.03,0.0,0.0,90,Snow,heavy snow,2013-04-19 02:00:00,261
None,273.89,0.0,0.0,90,Rain,light rain,2013-04-19 03:00:00,313
None,273.89,0.0,0.0,90,Mist,mist,2013-04-19 03:00:00,313
None,273.89,0.0,0.0,90,Snow,heavy snow,2013-04-19 03:00:00,313
None,273.74,0.0,0.0,90,Clouds,overcast clouds,2013-04-19 04:00:00,718
None,273.53,0.0,0.0,90,Snow,heavy snow,2013-04-19 05:00:00,2339
None,273.36,0.0,0.0,90,Mist,mist,2013-04-19 06:00:00,4931
None,273.36,0.0,0.0,90,Rain,light rain,2013-04-19 06:00:00,4931
None,273.36,0.0,0.0,90,Snow,heavy snow,2013-04-19 06:00:00,4931
None,273.14,0.0,0.0,90,Snow,heavy snow,2013-04-19 07:00:00,5399
None,273.09,0.0,0.0,90,Mist,mist,2013-04-19 09:00:00,4327
None,273.29,0.0,0.0,90,Mist,mist,2013-04-19 10:00:00,3940
None,273.29,0.0,0.0,90,Snow,heavy snow,2013-04-19 10:00:00,3940
None,273.36,0.0,0.0,90,Snow,heavy snow,2013-04-19 11:00:00,4228
None,273.47,0.0,0.0,90,Mist,mist,2013-04-19 12:00:00,4614
None,273.47,0.0,0.0,90,Snow,heavy snow,2013-04-19 12:00:00,4614
None,273.39,0.0,0.0,90,Mist,mist,2013-04-19 13:00:00,4871
None,273.39,0.0,0.0,90,Snow,snow,2013-04-19 13:00:00,4871
None,273.39,0.0,0.0,90,Fog,fog,2013-04-19 13:00:00,4871
None,273.39,0.0,0.0,90,Snow,heavy snow,2013-04-19 13:00:00,4871
None,273.38,0.0,0.0,90,Snow,heavy snow,2013-04-19 14:00:00,5118
None,273.38,0.0,0.0,90,Mist,mist,2013-04-19 14:00:00,5118
None,273.38,0.0,0.0,90,Fog,fog,2013-04-19 14:00:00,5118
None,273.38,0.0,0.0,90,Snow,snow,2013-04-19 14:00:00,5118
None,273.35,0.0,0.0,90,Snow,heavy snow,2013-04-19 15:00:00,5616
None,273.35,0.0,0.0,90,Fog,fog,2013-04-19 15:00:00,5616
None,273.35,0.0,0.0,90,Mist,mist,2013-04-19 15:00:00,5616
None,273.35,0.0,0.0,90,Snow,snow,2013-04-19 15:00:00,5616
None,273.37,0.0,0.0,90,Snow,snow,2013-04-19 16:00:00,6160
None,273.37,0.0,0.0,90,Fog,fog,2013-04-19 16:00:00,6160
None,273.41,0.0,0.0,90,Mist,mist,2013-04-19 17:00:00,5861
None,273.41,0.0,0.0,90,Snow,heavy snow,2013-04-19 17:00:00,5861
None,273.41,0.0,0.0,90,Fog,fog,2013-04-19 17:00:00,5861
None,273.41,0.0,0.0,90,Snow,snow,2013-04-19 17:00:00,5861
None,273.33,0.0,0.0,90,Snow,heavy snow,2013-04-19 18:00:00,4728
None,273.33,0.0,0.0,90,Fog,fog,2013-04-19 18:00:00,4728
None,273.33,0.0,0.0,90,Snow,snow,2013-04-19 18:00:00,4728
None,273.28,0.0,0.0,90,Snow,heavy snow,2013-04-19 19:00:00,3715
None,273.28,0.0,0.0,90,Mist,mist,2013-04-19 19:00:00,3715
None,273.23,0.0,0.0,90,Snow,heavy snow,2013-04-19 20:00:00,3240
None,273.23,0.0,0.0,90,Mist,mist,2013-04-19 20:00:00,3240
None,273.23,0.0,0.0,90,Fog,fog,2013-04-19 20:00:00,3240
None,273.23,0.0,0.0,90,Snow,snow,2013-04-19 20:00:00,3240
None,272.96,0.0,0.0,90,Snow,heavy snow,2013-04-19 21:00:00,3164
None,272.96,0.0,0.0,90,Mist,mist,2013-04-19 21:00:00,3164
None,272.96,0.0,0.0,90,Snow,snow,2013-04-19 21:00:00,3164
None,272.73,0.0,0.0,90,Snow,heavy snow,2013-04-19 22:00:00,3074
None,272.73,0.0,0.0,90,Mist,mist,2013-04-19 22:00:00,3074
None,272.73,0.0,0.0,90,Snow,snow,2013-04-19 22:00:00,3074
None,272.7,0.0,0.0,90,Snow,heavy snow,2013-04-19 23:00:00,2043
None,272.7,0.0,0.0,90,Mist,mist,2013-04-19 23:00:00,2043
None,272.7,0.0,0.0,90,Snow,snow,2013-04-19 23:00:00,2043
None,272.63,0.0,0.0,90,Snow,heavy snow,2013-04-20 00:00:00,1190
None,272.63,0.0,0.0,90,Mist,mist,2013-04-20 00:00:00,1190
None,272.63,0.0,0.0,90,Snow,snow,2013-04-20 00:00:00,1190
None,272.65,0.0,0.0,90,Snow,heavy snow,2013-04-20 01:00:00,728
None,272.65,0.0,0.0,90,Mist,mist,2013-04-20 01:00:00,728
None,272.58,0.0,0.0,90,Snow,heavy snow,2013-04-20 02:00:00,571
None,272.58,0.0,0.0,90,Mist,mist,2013-04-20 02:00:00,571
None,272.58,0.0,0.0,90,Snow,heavy snow,2013-04-20 03:00:00,425
None,272.58,0.0,0.0,90,Mist,mist,2013-04-20 03:00:00,425
None,272.47,0.0,0.0,90,Snow,heavy snow,2013-04-20 04:00:00,390
None,272.47,0.0,0.0,90,Mist,mist,2013-04-20 04:00:00,390
None,272.16,0.0,0.0,90,Snow,heavy snow,2013-04-20 05:00:00,743
None,272.16,0.0,0.0,90,Mist,mist,2013-04-20 05:00:00,743
None,271.98,0.0,0.0,90,Snow,heavy snow,2013-04-20 06:00:00,1421
None,271.98,0.0,0.0,90,Mist,mist,2013-04-20 06:00:00,1421
None,271.81,0.0,0.0,90,Snow,heavy snow,2013-04-20 07:00:00,2150
None,271.81,0.0,0.0,90,Mist,mist,2013-04-20 07:00:00,2150
None,271.77,0.0,0.0,90,Snow,heavy snow,2013-04-20 08:00:00,3197
None,271.86,0.0,0.0,90,Snow,heavy snow,2013-04-20 09:00:00,3745
None,271.86,0.0,0.0,90,Mist,mist,2013-04-20 09:00:00,3745
None,271.86,0.0,0.0,90,Haze,haze,2013-04-20 09:00:00,3745
None,272.04,0.0,0.0,90,Snow,heavy snow,2013-04-20 10:00:00,4079
None,272.04,0.0,0.0,90,Haze,haze,2013-04-20 10:00:00,4079
None,272.4,0.0,0.0,90,Snow,heavy snow,2013-04-20 11:00:00,4619
None,272.96,0.0,0.0,90,Snow,heavy snow,2013-04-20 12:00:00,5035
None,273.42,0.0,0.0,90,Snow,heavy snow,2013-04-20 13:00:00,4950
None,274.29,0.0,0.0,75,Clouds,broken clouds,2013-04-20 14:00:00,5053
None,274.77,0.0,0.0,40,Clouds,scattered clouds,2013-04-20 15:00:00,4808
None,275.2,0.0,0.0,40,Clouds,scattered clouds,2013-04-20 16:00:00,4904
None,275.51,0.0,0.0,75,Clouds,broken clouds,2013-04-20 17:00:00,4545
None,275.58,0.0,0.0,40,Clouds,scattered clouds,2013-04-20 18:00:00,4285
None,275.41,0.0,0.0,40,Clouds,scattered clouds,2013-04-20 19:00:00,3595
None,274.91,0.0,0.0,40,Clouds,scattered clouds,2013-04-20 20:00:00,3142
None,273.62,0.0,0.0,20,Clouds,few clouds,2013-04-20 21:00:00,3794
None,272.77,0.0,0.0,1,Clear,sky is clear,2013-04-20 22:00:00,3416
None,271.12,0.0,0.0,1,Clear,sky is clear,2013-04-21 00:00:00,1351
None,270.37,0.0,0.0,0,Clear,sky is clear,2013-04-21 01:00:00,887
None,269.63,0.0,0.0,0,Clear,sky is clear,2013-04-21 02:00:00,648
None,268.95,0.0,0.0,0,Clear,sky is clear,2013-04-21 03:00:00,356
None,268.21,0.0,0.0,1,Clear,sky is clear,2013-04-21 04:00:00,273
None,267.55,0.0,0.0,1,Clear,sky is clear,2013-04-21 05:00:00,455
None,266.92,0.0,0.0,1,Clear,sky is clear,2013-04-21 06:00:00,784
None,266.66,0.0,0.0,1,Clear,sky is clear,2013-04-21 07:00:00,1125
None,268.08,0.0,0.0,1,Clear,sky is clear,2013-04-21 08:00:00,1677
None,270.0,0.0,0.0,1,Clear,sky is clear,2013-04-21 09:00:00,2510
None,271.85,0.0,0.0,1,Clear,sky is clear,2013-04-21 10:00:00,3263
None,273.63,0.0,0.0,1,Clear,sky is clear,2013-04-21 11:00:00,3485
None,275.13,0.0,0.0,1,Clear,sky is clear,2013-04-21 12:00:00,4084
None,276.03,0.0,0.0,1,Clear,sky is clear,2013-04-21 13:00:00,4268
None,276.63,0.0,0.0,1,Clear,sky is clear,2013-04-21 14:00:00,4271
None,277.06,0.0,0.0,1,Clear,sky is clear,2013-04-21 15:00:00,4542
None,277.46,0.0,0.0,1,Clear,sky is clear,2013-04-21 16:00:00,4358
None,277.39,0.0,0.0,1,Clear,sky is clear,2013-04-21 17:00:00,4401
None,277.22,0.0,0.0,1,Clear,sky is clear,2013-04-21 18:00:00,3490
None,276.66,0.0,0.0,1,Clear,sky is clear,2013-04-21 19:00:00,4079
None,275.73,0.0,0.0,1,Clear,sky is clear,2013-04-21 20:00:00,3310
None,274.49,0.0,0.0,1,Clear,sky is clear,2013-04-21 21:00:00,2237
None,273.65,0.0,0.0,1,Clear,sky is clear,2013-04-21 22:00:00,1606
None,273.42,0.0,0.0,40,Clouds,scattered clouds,2013-04-21 23:00:00,960
None,273.76,0.0,0.0,90,Clouds,overcast clouds,2013-04-22 00:00:00,506
None,274.04,0.0,0.0,90,Clouds,overcast clouds,2013-04-22 01:00:00,296
None,274.32,0.0,0.0,90,Clouds,overcast clouds,2013-04-22 02:00:00,278
None,274.29,0.0,0.0,90,Snow,heavy snow,2013-04-22 03:00:00,301
None,274.29,0.0,0.0,90,Mist,mist,2013-04-22 03:00:00,301
None,273.78,0.0,0.0,90,Snow,heavy snow,2013-04-22 04:00:00,770
None,273.78,0.0,0.0,90,Mist,mist,2013-04-22 04:00:00,770
None,273.58,0.0,0.0,90,Snow,heavy snow,2013-04-22 05:00:00,2617
None,273.58,0.0,0.0,90,Mist,mist,2013-04-22 05:00:00,2617
None,273.81,0.0,0.0,90,Snow,heavy snow,2013-04-22 06:00:00,5657
None,273.81,0.0,0.0,90,Rain,light rain,2013-04-22 06:00:00,5657
None,274.04,0.0,0.0,90,Snow,heavy snow,2013-04-22 07:00:00,7062
None,274.6,0.0,0.0,90,Snow,heavy snow,2013-04-22 08:00:00,6112
None,274.97,0.0,0.0,90,Rain,light rain,2013-04-22 09:00:00,5055
None,275.57,0.0,0.0,90,Rain,light rain,2013-04-22 10:00:00,4426
None,276.69,0.0,0.0,75,Clouds,broken clouds,2013-04-22 11:00:00,4546
None,278.0,0.0,0.0,90,Clouds,overcast clouds,2013-04-22 12:00:00,4815
None,279.45,0.0,0.0,90,Clouds,overcast clouds,2013-04-22 13:00:00,4907
None,280.36,0.0,0.0,90,Clouds,overcast clouds,2013-04-22 14:00:00,5183
None,280.99,0.0,0.0,90,Clouds,overcast clouds,2013-04-22 15:00:00,5728
None,281.35,0.0,0.0,75,Rain,light rain,2013-04-22 16:00:00,5768
None,281.68,0.0,0.0,90,Rain,light rain,2013-04-22 17:00:00,5376
None,281.68,0.0,0.0,90,Rain,moderate rain,2013-04-22 17:00:00,5376
None,281.11,0.0,0.0,90,Rain,light rain,2013-04-22 18:00:00,3780
None,281.11,0.0,0.0,90,Mist,mist,2013-04-22 18:00:00,3780
None,281.11,0.0,0.0,90,Rain,moderate rain,2013-04-22 18:00:00,3780
None,281.07,0.0,0.0,90,Rain,light rain,2013-04-22 19:00:00,2422
None,281.07,0.0,0.0,90,Mist,mist,2013-04-22 19:00:00,2422
None,281.07,0.0,0.0,90,Rain,moderate rain,2013-04-22 19:00:00,2422
None,281.07,0.0,0.0,90,Drizzle,light intensity drizzle,2013-04-22 19:00:00,2422
None,281.07,0.0,0.0,90,Fog,fog,2013-04-22 19:00:00,2422
None,281.01,0.0,0.0,90,Rain,light rain,2013-04-22 20:00:00,2063
None,281.01,0.0,0.0,90,Mist,mist,2013-04-22 20:00:00,2063
None,280.6,0.0,0.0,90,Clouds,overcast clouds,2013-04-22 21:00:00,1627
None,279.66,0.0,0.0,90,Clouds,overcast clouds,2013-04-22 22:00:00,1134
None,278.21,0.0,0.0,90,Mist,mist,2013-04-22 23:00:00,830
None,277.34,0.0,0.0,90,Clouds,overcast clouds,2013-04-23 00:00:00,460
None,276.99,0.0,0.0,90,Mist,mist,2013-04-23 01:00:00,274
None,276.4,0.0,0.0,90,Mist,mist,2013-04-23 02:00:00,240
None,275.95,0.0,0.0,90,Mist,mist,2013-04-23 03:00:00,329
None,275.67,0.0,0.0,90,Mist,mist,2013-04-23 04:00:00,797
None,275.49,0.0,0.0,90,Clouds,overcast clouds,2013-04-23 05:00:00,2580
None,275.17,0.0,0.0,90,Clouds,overcast clouds,2013-04-23 06:00:00,5461
None,275.13,0.0,0.0,90,Clouds,overcast clouds,2013-04-23 07:00:00,6078
None,275.38,0.0,0.0,75,Clouds,broken clouds,2013-04-23 08:00:00,5022
None,276.07,0.0,0.0,90,Clouds,overcast clouds,2013-04-23 09:00:00,4820
None,276.76,0.0,0.0,75,Clouds,broken clouds,2013-04-23 10:00:00,4361
None,277.9,0.0,0.0,75,Clouds,broken clouds,2013-04-23 11:00:00,4619
None,278.55,0.0,0.0,75,Clouds,broken clouds,2013-04-23 12:00:00,4862
None,278.7,0.0,0.0,90,Clouds,overcast clouds,2013-04-23 13:00:00,4615
None,278.1,0.0,0.0,90,Clouds,overcast clouds,2013-04-23 14:00:00,5115
None,277.12,0.0,0.0,90,Snow,light rain and snow,2013-04-23 15:00:00,5544
None,277.12,0.0,0.0,90,Rain,light rain,2013-04-23 15:00:00,5544
None,277.12,0.0,0.0,90,Rain,moderate rain,2013-04-23 15:00:00,5544
None,277.12,0.0,0.0,90,Snow,heavy snow,2013-04-23 15:00:00,5544
None,276.33,0.0,0.0,90,Rain,light rain,2013-04-23 16:00:00,6519
None,276.33,0.0,0.0,90,Snow,heavy snow,2013-04-23 16:00:00,6519
None,275.15,0.0,0.0,90,Snow,heavy snow,2013-04-23 17:00:00,6345
None,275.15,0.0,0.0,90,Mist,mist,2013-04-23 17:00:00,6345
None,275.15,0.0,0.0,90,Rain,light rain,2013-04-23 17:00:00,6345
None,275.15,0.0,0.0,90,Snow,light rain and snow,2013-04-23 17:00:00,6345
None,273.89,0.0,0.0,90,Snow,heavy snow,2013-04-23 18:00:00,4641
None,273.89,0.0,0.0,90,Mist,mist,2013-04-23 18:00:00,4641
None,273.89,0.0,0.0,90,Snow,snow,2013-04-23 18:00:00,4641
None,273.89,0.0,0.0,90,Fog,fog,2013-04-23 18:00:00,4641
None,273.61,0.0,0.0,90,Snow,snow,2013-04-23 19:00:00,3181
None,273.61,0.0,0.0,90,Fog,fog,2013-04-23 19:00:00,3181
None,273.61,0.0,0.0,90,Snow,heavy snow,2013-04-23 19:00:00,3181
None,273.61,0.0,0.0,90,Mist,mist,2013-04-23 19:00:00,3181
None,273.41,0.0,0.0,90,Snow,heavy snow,2013-04-23 20:00:00,2904
None,273.41,0.0,0.0,90,Snow,snow,2013-04-23 20:00:00,2904
None,273.41,0.0,0.0,90,Fog,fog,2013-04-23 20:00:00,2904
None,273.34,0.0,0.0,90,Snow,heavy snow,2013-04-23 21:00:00,3923
None,273.34,0.0,0.0,90,Mist,mist,2013-04-23 21:00:00,3923
None,273.26,0.0,0.0,90,Snow,heavy snow,2013-04-23 22:00:00,2846
None,273.26,0.0,0.0,90,Mist,mist,2013-04-23 22:00:00,2846
None,273.26,0.0,0.0,90,Snow,snow,2013-04-23 22:00:00,2846
None,273.26,0.0,0.0,90,Fog,fog,2013-04-23 22:00:00,2846
None,273.2,0.0,0.0,90,Snow,snow,2013-04-23 23:00:00,1179
None,273.2,0.0,0.0,90,Fog,fog,2013-04-23 23:00:00,1179
None,273.2,0.0,0.0,90,Snow,heavy snow,2013-04-23 23:00:00,1179
None,273.2,0.0,0.0,90,Mist,mist,2013-04-23 23:00:00,1179
None,273.16,0.0,0.0,90,Snow,heavy snow,2013-04-24 00:00:00,555
None,273.16,0.0,0.0,90,Mist,mist,2013-04-24 00:00:00,555
None,273.08,0.0,0.0,90,Snow,heavy snow,2013-04-24 01:00:00,362
None,273.08,0.0,0.0,90,Mist,mist,2013-04-24 01:00:00,362
None,272.86,0.0,0.0,90,Snow,heavy snow,2013-04-24 02:00:00,276
None,272.86,0.0,0.0,90,Mist,mist,2013-04-24 02:00:00,276
None,272.73,0.0,0.0,90,Snow,heavy snow,2013-04-24 03:00:00,340
None,272.73,0.0,0.0,90,Mist,mist,2013-04-24 03:00:00,340
None,272.37,0.0,0.0,90,Snow,heavy snow,2013-04-24 04:00:00,759
None,272.37,0.0,0.0,90,Mist,mist,2013-04-24 04:00:00,759
None,272.0,0.0,0.0,75,Snow,heavy snow,2013-04-24 05:00:00,2615
None,271.68,0.0,0.0,90,Clouds,overcast clouds,2013-04-24 06:00:00,5994
None,271.21,0.0,0.0,75,Clouds,broken clouds,2013-04-24 08:00:00,6606
None,272.24,0.0,0.0,40,Clouds,scattered clouds,2013-04-24 09:00:00,5220
None,273.06,0.0,0.0,20,Clouds,few clouds,2013-04-24 10:00:00,4675
None,273.91,0.0,0.0,1,Clear,sky is clear,2013-04-24 11:00:00,4899
None,275.19,0.0,0.0,40,Clouds,scattered clouds,2013-04-24 12:00:00,5149
None,275.68,0.0,0.0,1,Clear,sky is clear,2013-04-24 13:00:00,5086
None,276.77,0.0,0.0,40,Clouds,scattered clouds,2013-04-24 14:00:00,5413
None,277.51,0.0,0.0,75,Clouds,broken clouds,2013-04-24 15:00:00,6073
None,277.81,0.0,0.0,40,Clouds,scattered clouds,2013-04-24 16:00:00,6725
None,278.07,0.0,0.0,40,Clouds,scattered clouds,2013-04-24 17:00:00,6454
None,278.16,0.0,0.0,20,Clouds,few clouds,2013-04-24 18:00:00,4606
None,277.86,0.0,0.0,5,Clear,sky is clear,2013-04-24 19:00:00,3266
None,276.56,0.0,0.0,1,Clear,sky is clear,2013-04-24 20:00:00,2963
None,274.92,0.0,0.0,1,Clear,sky is clear,2013-04-24 21:00:00,2705
None,274.07,0.0,0.0,1,Clear,sky is clear,2013-04-24 22:00:00,1751
None,273.24,0.0,0.0,1,Clear,sky is clear,2013-04-24 23:00:00,1009
None,272.55,0.0,0.0,1,Clear,sky is clear,2013-04-25 00:00:00,571
None,271.85,0.0,0.0,1,Clear,sky is clear,2013-04-25 01:00:00,350
None,271.29,0.0,0.0,1,Clear,sky is clear,2013-04-25 02:00:00,276
None,270.58,0.0,0.0,1,Clear,sky is clear,2013-04-25 03:00:00,314
None,270.26,0.0,0.0,1,Clear,sky is clear,2013-04-25 04:00:00,733
None,270.11,0.0,0.0,1,Clear,sky is clear,2013-04-25 05:00:00,2720
None,270.08,0.0,0.0,20,Clouds,few clouds,2013-04-25 06:00:00,5924
None,270.48,0.0,0.0,1,Clear,sky is clear,2013-04-25 07:00:00,6766
None,272.21,0.0,0.0,1,Clear,sky is clear,2013-04-25 08:00:00,6470
None,274.34,0.0,0.0,1,Clear,sky is clear,2013-04-25 09:00:00,5236
None,276.58,0.0,0.0,1,Clear,sky is clear,2013-04-25 10:00:00,4604
None,278.87,0.0,0.0,20,Clouds,few clouds,2013-04-25 11:00:00,5014
None,280.6,0.0,0.0,40,Clouds,scattered clouds,2013-04-25 12:00:00,5287
None,281.49,0.0,0.0,75,Clouds,broken clouds,2013-04-25 13:00:00,5213
None,282.69,0.0,0.0,40,Clouds,scattered clouds,2013-04-25 14:00:00,5738
None,282.76,0.0,0.0,90,Clouds,overcast clouds,2013-04-25 15:00:00,6527
None,282.08,0.0,0.0,75,Drizzle,light intensity drizzle,2013-04-25 16:00:00,6813
None,282.08,0.0,0.0,75,Rain,light rain,2013-04-25 16:00:00,6813
None,281.36,0.0,0.0,90,Clouds,overcast clouds,2013-04-25 17:00:00,6598
None,278.63,0.0,0.0,90,Rain,light intensity shower rain,2013-04-25 18:00:00,5020
None,278.63,0.0,0.0,90,Rain,light rain,2013-04-25 18:00:00,5020
None,277.49,0.0,0.0,90,Clouds,overcast clouds,2013-04-25 19:00:00,3651
None,276.39,0.0,0.0,90,Rain,light rain,2013-04-25 20:00:00,3271
None,275.56,0.0,0.0,75,Rain,light rain,2013-04-25 21:00:00,2980
None,275.36,0.0,0.0,75,Clouds,broken clouds,2013-04-25 22:00:00,2331
None,275.42,0.0,0.0,75,Clouds,broken clouds,2013-04-25 23:00:00,1267
None,275.24,0.0,0.0,75,Rain,light rain,2013-04-26 00:00:00,736
None,275.24,0.0,0.0,75,Snow,heavy snow,2013-04-26 00:00:00,736
None,274.79,0.0,0.0,90,Clouds,overcast clouds,2013-04-26 01:00:00,429
None,274.51,0.0,0.0,90,Clouds,overcast clouds,2013-04-26 02:00:00,329
None,274.39,0.0,0.0,90,Clouds,overcast clouds,2013-04-26 03:00:00,296
None,273.97,0.0,0.0,90,Clouds,overcast clouds,2013-04-26 04:00:00,728
None,273.75,0.0,0.0,90,Clouds,overcast clouds,2013-04-26 05:00:00,2473
None,273.27,0.0,0.0,40,Clouds,scattered clouds,2013-04-26 06:00:00,5332
None,273.19,0.0,0.0,40,Clouds,scattered clouds,2013-04-26 07:00:00,7009
None,274.89,0.0,0.0,75,Clouds,broken clouds,2013-04-26 09:00:00,5645
None,275.6,0.0,0.0,75,Clouds,broken clouds,2013-04-26 10:00:00,5217
None,276.55,0.0,0.0,75,Clouds,broken clouds,2013-04-26 11:00:00,5594
None,278.03,0.0,0.0,40,Clouds,scattered clouds,2013-04-26 12:00:00,5703
None,279.31,0.0,0.0,20,Clouds,few clouds,2013-04-26 13:00:00,5475
None,280.63,0.0,0.0,20,Clouds,few clouds,2013-04-26 14:00:00,6189
None,281.8,0.0,0.0,40,Clouds,scattered clouds,2013-04-26 15:00:00,6539
None,282.58,0.0,0.0,20,Clouds,few clouds,2013-04-26 16:00:00,6610
None,283.03,0.0,0.0,40,Clouds,scattered clouds,2013-04-26 17:00:00,6174
None,283.19,0.0,0.0,40,Clouds,scattered clouds,2013-04-26 18:00:00,5232
None,282.75,0.0,0.0,75,Clouds,broken clouds,2013-04-26 19:00:00,3919
None,281.7,0.0,0.0,75,Clouds,broken clouds,2013-04-26 20:00:00,3508
None,281.01,0.0,0.0,90,Clouds,overcast clouds,2013-04-26 21:00:00,4489
None,280.52,0.0,0.0,90,Clouds,overcast clouds,2013-04-26 22:00:00,3611
None,280.34,0.0,0.0,90,Clouds,overcast clouds,2013-04-26 23:00:00,2158
None,280.31,0.0,0.0,75,Clouds,broken clouds,2013-04-27 00:00:00,1270
None,280.41,0.0,0.0,75,Thunderstorm,proximity thunderstorm,2013-04-27 01:00:00,753
None,280.5,0.0,0.0,75,Clouds,broken clouds,2013-04-27 02:00:00,600
None,281.03,0.0,0.0,90,Rain,light rain,2013-04-27 03:00:00,383
None,281.03,0.0,0.0,90,Drizzle,light intensity drizzle,2013-04-27 03:00:00,383
None,281.14,0.0,0.0,90,Rain,light rain,2013-04-27 04:00:00,371
None,280.9,0.0,0.0,90,Clouds,overcast clouds,2013-04-27 05:00:00,684
None,280.88,0.0,0.0,75,Clouds,broken clouds,2013-04-27 06:00:00,1400
None,280.91,0.0,0.0,40,Clouds,scattered clouds,2013-04-27 07:00:00,2381
None,282.57,0.0,0.0,20,Clouds,few clouds,2013-04-27 08:00:00,3535
None,285.27,0.0,0.0,1,Clear,sky is clear,2013-04-27 09:00:00,4332
None,286.61,0.0,0.0,1,Clear,sky is clear,2013-04-27 10:00:00,4575
None,288.86,0.0,0.0,20,Clouds,few clouds,2013-04-27 11:00:00,4927
None,289.7,0.0,0.0,1,Clear,sky is clear,2013-04-27 12:00:00,5385
None,290.97,0.0,0.0,1,Clear,sky is clear,2013-04-27 13:00:00,5426
None,292.59,0.0,0.0,1,Clear,sky is clear,2013-04-27 14:00:00,5361
None,293.41,0.0,0.0,1,Clear,sky is clear,2013-04-27 15:00:00,4749
None,294.13,0.0,0.0,1,Clear,sky is clear,2013-04-27 16:00:00,4797
None,294.61,0.0,0.0,1,Clear,sky is clear,2013-04-27 17:00:00,4393
None,294.47,0.0,0.0,1,Clear,sky is clear,2013-04-27 18:00:00,4036
None,294.04,0.0,0.0,1,Clear,sky is clear,2013-04-27 19:00:00,3582
None,292.83,0.0,0.0,1,Clear,sky is clear,2013-04-27 20:00:00,3335
None,289.38,0.0,0.0,1,Clear,sky is clear,2013-04-27 21:00:00,3075
None,287.88,0.0,0.0,1,Clear,sky is clear,2013-04-27 22:00:00,2853
None,286.26,0.0,0.0,1,Clear,sky is clear,2013-04-27 23:00:00,2265
None,285.08,0.0,0.0,1,Clear,sky is clear,2013-04-28 00:00:00,1446
None,283.88,0.0,0.0,1,Clear,sky is clear,2013-04-28 01:00:00,819
None,281.4,0.0,0.0,1,Clear,sky is clear,2013-04-28 02:00:00,604
None,280.41,0.0,0.0,1,Clear,sky is clear,2013-04-28 03:00:00,390
None,279.36,0.0,0.0,1,Clear,sky is clear,2013-04-28 04:00:00,284
None,278.42,0.0,0.0,1,Clear,sky is clear,2013-04-28 05:00:00,493
None,277.85,0.0,0.0,20,Clouds,few clouds,2013-04-28 06:00:00,878
None,277.64,0.0,0.0,1,Clear,sky is clear,2013-04-28 07:00:00,1320
None,280.22,0.0,0.0,1,Clear,sky is clear,2013-04-28 08:00:00,2076
None,284.48,0.0,0.0,40,Clouds,scattered clouds,2013-04-28 09:00:00,3076
None,288.12,0.0,0.0,1,Clear,sky is clear,2013-04-28 10:00:00,3918
None,290.23,0.0,0.0,1,Clear,sky is clear,2013-04-28 11:00:00,4361
None,292.58,0.0,0.0,1,Clear,sky is clear,2013-04-28 12:00:00,5034
None,293.69,0.0,0.0,1,Clear,sky is clear,2013-04-28 13:00:00,4612
None,295.0,0.0,0.0,1,Clear,sky is clear,2013-04-28 14:00:00,4546
None,295.56,0.0,0.0,1,Clear,sky is clear,2013-04-28 15:00:00,4425
None,295.89,0.0,0.0,1,Clear,sky is clear,2013-04-28 16:00:00,4475
None,296.15,0.0,0.0,1,Clear,sky is clear,2013-04-28 17:00:00,4252
None,295.92,0.0,0.0,1,Clear,sky is clear,2013-04-28 18:00:00,3909
