date,ISE,ISE,SP,DAX,FTSE,NIKKEI,BOVESPA,EU,EM
6-Nov-09,-0.006962099,-0.001013832,0.002500083,0.001336473,0.003330642,0.007372851,-0.005414533,0.001380545,0.004129933
9-Nov-09,0.016985685,0.022223315,0.021995171,0.023672397,0.017826815,0.002004252,0.026753968,0.019047949,0.017839994
10-Nov-09,0.00751899,0.007653769,-6.40E-05,-0.001160874,-0.000898172,0.0062745,0.001343224,-0.002355524,0.004411033
11-Nov-09,0.015029496,0.017689104,0.005019358,0.009777103,0.006916092,9.62E-05,0.00192867,0.00648076,0.007978584
12-Nov-09,-0.002417171,-0.006917942,-0.010312341,-0.000774776,0.001840032,-0.006829608,-0.030305118,-0.000105516,-0.010681845
13-Nov-09,-0.006258617,-0.009044561,0.005722896,0.004029681,0.003764345,-0.003492249,0.013531422,0.001930278,0.002916671
16-Nov-09,0.00685869,0.010121533,0.014363915,0.020535632,0.016162763,0.002133785,0.019719781,0.014123227,0.01569294
17-Nov-09,-0.031914469,-0.034907071,0.000919076,-0.004556587,-0.006860195,-0.006275279,0.011624134,-0.006568908,0.000917437
18-Nov-09,-0.017581763,-0.0164249,-0.000468443,0.001587406,-0.000711078,-0.005475434,-0.013291515,0.000538703,-0.001784346
19-Nov-09,-0.006598214,-0.013773197,-0.013516784,-0.014870868,-0.014024999,-0.013245613,-0.002845466,-0.015621595,-0.005447913
20-Nov-09,-0.019347799,-0.022447375,-0.003220084,-0.006868283,-0.003099127,-0.005438097,0.007240748,-0.005852463,-0.003116793
23-Nov-09,0.012533508,0.013944427,0.013523927,0.024132783,0.019629363,-0.010169798,0,0.020448651,0.007984955
24-Nov-09,-0.00630611,-0.010003918,-0.00053348,-0.005560568,-0.00589917,0,0.007575003,-0.006402333,-0.004366385
25-Nov-09,0.00055265,0.006343138,0.004494025,0.005825982,0.007634196,0.004251934,0.008873566,0.00538219,0.004211632
1-Dec-09,0.011903098,-0.000838954,-0.001594961,-0.004561466,-0.009853035,0.01373337,0.009218681,-0.008318025,-0.004415635
2-Dec-09,0.038612983,0.045764354,0.000342636,0.000877292,0.002857252,0.003830851,0.001006117,0.002869599,0.005985534
3-Dec-09,0.036468359,0.042937262,-0.008437646,-0.001961561,-0.002706667,0.037655681,-0.004381808,-7.26E-05,0.003023668
4-Dec-09,0.008514453,0.011556349,0.00549437,0.008163663,0.001767682,0.004491949,-0.010462209,0.007764681,-7.46E-05
7-Dec-09,-0.003723744,-0.011418107,-0.002471451,-0.005671256,-0.002200676,0.014364649,0.01334176,-0.003357898,0.000403137
8-Dec-09,-0.006519958,-0.008669326,-0.010304438,-0.016764488,-0.016632558,-0.002671846,-0.011494464,-0.015214504,-0.006006925
9-Dec-09,-0.008229144,-0.011447394,0.003665636,-0.007187485,-0.003682751,-0.013477367,0.004169712,-0.00846942,-0.004478545
10-Dec-09,0.008292258,0.010238217,0.005822698,0.010774209,0.007752496,-0.01428485,0.010472525,0.008986643,0.003191354
11-Dec-09,-0.004204453,-4.14E-05,0.003676275,0.00824579,0.003274322,0.024542197,0.007811917,0.003094079,0.005524348
14-Dec-09,0.016307467,0.01066707,0.00693534,0.007954327,0.010154291,-0.000216686,0.001183125,0.008030007,0.00432518
15-Dec-09,0.004990278,-8.19E-05,-0.00556247,0.001563684,-0.005565475,-0.002199201,-0.000548103,-0.001427231,-0.003226927
16-Dec-09,0.007262631,0.00852825,0.001127594,0.015722357,0.006505713,0.009272117,-0.009990441,0.010294153,-0.001744163
17-Dec-09,-0.016948929,-0.022729184,-0.011880825,-0.010042756,-0.019492167,-0.00133817,-0.022906153,-0.013355087,-0.009605113
18-Dec-09,0.003501244,0.002705254,0.005812939,-0.002266256,-0.003994475,-0.002142241,-0.004093774,-0.005558315,-0.003679224
21-Dec-09,0.022530184,0.019354087,0.010448907,0.016889059,0.018531052,0.00407567,-0.013095524,0.015016334,-0.003770928
22-Dec-09,0.004894702,0.00344592,0.00355724,0.002553002,0.006533202,0.018925254,0.022394312,0.007488026,0.009237022
23-Dec-09,-0.007211305,-0.007540691,0.002296069,0.001974271,0.00816743,0.015194209,0.002533203,0.004134724,0.007803515
24-Dec-09,0.00581665,0.01348731,0.005242394,0.007605159,0.005568563,0,0.004620241,0.001824665,0.004780622
25-Dec-09,0.003891123,0.005091265,0.001153372,0,0.006494488,-0.00401396,0,0,0.000340369
28-Dec-09,-0.000811768,-0.001677504,0,0,0,0.013206723,0,0.003681056,0.004142079
29-Dec-09,0.00322285,0.005816643,-0.001401965,0.001436601,0,0.000360093,0.00578571,0.004186106,-0.000190542
30-Dec-09,-0.002274045,-0.004334286,0.000195328,-0.009043439,-0.007327798,-0.008649774,0.004266393,-0.00746846,0.000340849
31-Dec-09,0.022138372,0.034372174,-0.010100375,0.015138061,0.002775005,0.010221194,0.0210203,0.000783591,0.00685449
4-Jan-10,0.010229371,0.014477562,0.015916069,0,0.016017643,0,0,0.016777763,0.00839901
5-Jan-10,0.013898022,0.024018915,0.003110806,-0.00272182,0.00402802,0.002534611,0.002780057,0.00131582,0.00806674
6-Jan-10,0.007956979,0.005706348,0.000545376,0.000409408,0.001357159,0.004634515,0.006937723,0.000585708,0.00532962
7-Jan-10,0.007771749,0.007498474,0.003993283,-0.002483888,-0.000596923,-0.00465043,-0.00393824,-0.000359589,-0.006374655
8-Jan-10,-0.003189192,0.000835311,0.002877549,0.003027297,0.001356129,0.010862314,-0.002672088,0.003554423,0.001229253
11-Jan-10,-0.016130747,-0.006032639,0.001745232,0.000478552,0.000704461,0.007456628,0.002416559,-0.000497677,0.005447372
12-Jan-10,-0.00454863,-0.004338703,-0.009425438,-0.016272734,-0.007139781,0,-0.005081536,-0.009893407,-0.003729203
13-Jan-10,0.017559249,0.021362493,0.008291384,0.003383132,-0.004593435,-0.013334968,0.004399805,-7.47E-05,-0.007263452
14-Jan-10,0.00207392,-0.002075816,0.002423567,0.004307228,0.0045025,0.015954902,-0.008331836,0.005499697,0.002312679
15-Jan-10,-0.013516994,-0.015515838,-0.010882186,-0.019033264,-0.007814822,0.006799546,-0.011860723,-0.011114664,-0.002056452
18-Jan-10,0.010044257,0.013494937,0.012422194,0.007220334,0.007123448,-0.011633501,0.006113663,0.005403105,0.001725396
19-Jan-10,0.011097874,0.007783483,0,0.009740279,0.003397687,-0.008342332,0.00729312,0.005296237,0.002118634
20-Jan-10,0.00559711,0.002293962,-0.010654438,-0.0211286,-0.016883672,-0.002546691,-0.024749831,-0.017593107,-0.009050756
21-Jan-10,-0.003033665,-0.01301137,-0.019126605,-0.018030406,-0.015935777,0.012116266,-0.028707259,-0.013776535,-0.014855548
22-Jan-10,-0.023856682,-0.027452668,-0.022389806,-0.009027974,-0.006034931,-0.025898322,-0.000754774,-0.008199445,-0.012384604
25-Jan-10,0.005236694,0.003951546,0.004587541,-0.011292033,-0.008084639,-0.007378995,-0.010566044,-0.007667436,-0.004143634
26-Jan-10,0.000671833,-0.008489498,-0.004212071,0.006647636,0.003150745,-0.017987842,0,0.003881709,-0.017437655
27-Jan-10,-0.004547723,0.000287764,0.004868323,-0.004549107,-0.011320444,-0.007114645,-0.006952874,-0.010127461,-0.007275356
28-Jan-10,0.012852447,0.012920276,-0.011888153,-0.018397215,-0.013856946,0.01569829,0.007929139,-0.012274409,0.010577309
29-Jan-10,-0.002190987,-0.000908373,-0.009877767,0.012280944,0.008283224,-0.020983357,-0.002839913,0.010072536,-0.006314758
1-Feb-10,0.015891732,0.015822193,0.014165355,0.008113141,0.011288078,0.000684211,0.01773123,0.008520053,0.001816917
2-Feb-10,-0.006837607,-0.00318405,0.012889515,0.009711326,0.006818187,0.016142372,0.008838432,0.009226841,0.001154004
3-Feb-10,-0.001432456,0.000667055,-0.005489426,-0.006601821,-0.005732524,0.003199938,-0.000804338,-0.005941013,0.011540842
4-Feb-10,-0.029575211,-0.040104449,-0.031635816,-0.024784117,-0.021901495,-0.004657935,-0.048466862,-0.027518736,-0.019774104
5-Feb-10,-0.038300784,-0.053826569,0.002892972,-0.018035461,-0.01537255,-0.029286272,-0.018485573,-0.021005008,-0.02729
8-Feb-10,-0.030015785,-0.031003435,-0.008902849,0.009251668,0.006185262,-0.010522409,0.006194626,0.006990165,-0.003809534
9-Feb-10,0.017725401,0.024150031,0.012955814,0.002441933,0.003821998,-0.001902969,0.024479016,0.002812647,0.012960538
10-Feb-10,-0.00510604,-0.00277599,0.007398858,0.006907373,0.003943854,0.015909378,0.02156801,0.005973752,0.003336998
11-Feb-10,0.015960155,0.013763277,0,-0.005876669,0.005731788,0,0,0.000520113,0.0111113
12-Feb-10,-0.00619301,-0.009244139,-0.002748402,-0.000643384,-0.003687892,0,-0.004152024,-0.003473171,-0.002354158
15-Feb-10,0.005285259,0.006210933,0.017840667,0.001945241,0.00484967,-0.007847648,0.021481974,0.002932286,0.002296293
16-Feb-10,0.008033964,0.011155246,0,0.014594224,0.014714623,0.002090032,0,0.01261871,0.005947344
17-Feb-10,0.029039821,0.032506145,0.004228991,0.010003233,0.006178316,0.026802541,0,0.010460354,0.010310325
18-Feb-10,-0.015578937,-0.024484193,0.006563167,0.005661717,0.00914954,0.002796172,0.008155698,0.007058343,-0.002326162
19-Feb-10,0.016435847,0.012866975,0.002184195,0.00730372,0.006196607,-0.020735598,-0.003529424,0.006743182,-0.008235251
22-Feb-10,-0.013711428,-0.007825399,-0.001046374,-0.005891087,-0.001139091,0.026983641,-0.006128479,-0.002708243,0.008018818
23-Feb-10,-0.02262045,-0.032981934,-0.012176614,-0.014942926,-0.006937181,-0.0046616,-0.016145356,-0.011454109,-0.001826145
24-Feb-10,-0.03476938,-0.043526856,0.009673506,0.002039293,0.00521675,-0.01491639,-0.004745921,0.003122244,-0.006394627
25-Feb-10,-0.018702566,-0.020265321,-0.002083164,-0.014923347,-0.012183446,-0.009543543,0.004942549,-0.014050056,-0.006927662
26-Feb-10,0.019627036,0.022167027,0.001404348,0.011882495,0.014352198,0.002379872,0.005760663,0.013824601,0.007745793
1-Mar-10,0.029306318,0.029827052,0.010107284,0.020341986,0.009553621,0.00453541,0.010842768,0.013641532,0.011574976
2-Mar-10,0.005696108,0.008177214,0.002327644,0.010974804,0.014362047,0.004881862,0.008162585,0.010262272,0.00828374
3-Mar-10,0.00432159,0.003799038,0.000429127,0.007127584,0.008913314,0.003057392,-0.002038104,0.008006659,0.003711996
4-Mar-10,-0.005009524,-0.00872609,0.003729217,-0.003885239,-0.001084952,-0.010532058,0.002569101,-0.000617057,-0.004067471
5-Mar-10,0.022773381,0.022575537,0.0139103,0.014056986,0.013049525,0.021764786,0.015103242,0.014754495,0.010645201
8-Mar-10,0.01266815,0.022410944,-0.000175654,-0.00024674,0.001231428,0.020708088,-0.003958614,0.001064674,0.009756269
9-Mar-10,-0.006335257,-0.012297362,0.001711315,0.00169702,-0.000785083,-0.001727368,0.014491643,-0.000303826,0.001288432
10-Mar-10,-0.003915514,-0.002936129,0.004514325,0.008598831,0.006813215,-0.000353026,0.005775517,0.007955017,0.002852183
11-Mar-10,-0.007161671,-0.005587472,0.00403337,-0.001363635,-0.004139321,0.009518242,-0.001344163,-0.003856762,-0.002285129
12-Mar-10,-0.002744684,0.003557005,-0.00021737,0.002775875,0.001476488,0.008060293,-0.007814672,0.001601952,2.82E-05
15-Mar-10,-0.005021298,-0.006337363,0.000452076,-0.007013474,-0.005650891,6.70E-05,-0.004582092,-0.006702784,-0.00754002
16-Mar-10,0.023990399,0.024778658,0.007749057,0.011357184,0.004726117,-0.002819266,0.013212057,0.008422483,0.006678935
17-Mar-10,0.019908239,0.027046714,0.005804795,0.008885227,0.0042965,0.011616042,-0.003136078,0.005994462,0.011753411
18-Mar-10,-0.014267377,-0.018503617,-0.000325895,-0.001988936,-0.000354384,-0.009536449,-0.000372974,-0.002990566,-0.000118508
19-Mar-10,-0.00182161,-0.007749177,-0.005099485,-0.004982194,0.001328292,0.007482156,-0.012532107,-0.001628348,-0.001747153
22-Mar-10,0.008486639,-0.000333173,0.00508233,0.000847123,-0.000991624,-0.004682661,0.003089847,-0.001586534,-0.00595858
23-Mar-10,0.008486611,0.009199751,0.007145391,0.004959705,0.005142217,0,0.004984515,0.006135255,0.002049152
24-Mar-10,0.014337851,0.015642971,-0.005508385,0.003604767,0.000757609,0.003787087,-0.006854691,-0.000184603,-0.000280023
25-Mar-10,0.034020727,0.034281823,-0.001705629,0.015437439,0.008715149,0.001277036,-0.006858168,0.009993925,-3.32E-05
26-Mar-10,-0.007637163,-0.0025391,0.000737463,-0.002105608,-0.004304243,0.015351349,0.003515045,-0.003365283,0.004233582
29-Mar-10,0.0010159,0.002987051,0.005667142,0.005995017,0.001349256,-0.000900703,0.018121718,0.001639787,0.006657004
30-Mar-10,0.001520156,0.002899896,4.26E-05,-0.002341598,-0.006746929,0.010022902,0.000300217,-0.003988002,0.003322491
31-Mar-10,-0.00381384,9.21E-06,-0.003278272,0.001805466,0.001286128,-0.000649026,0.005871807,-0.000537831,-0.001537399
1-Apr-10,0.020479928,0.023256492,0.007386521,0.01323924,0.011431697,0.013831836,0.010798081,0.011916154,0.01345158
2-Apr-10,0.006075096,0.006670397,0.007896758,0,0.00616038,0.003700767,0.002162527,0,0.001229191
5-Apr-10,0.010027432,0.011553941,0,0,0,0.004703574,0,0,0.004452219
6-Apr-10,-0.004077191,-0.001356801,0.001682879,0.002666611,0,-0.005037669,-0.002724989,0.005250169,0.002949178
7-Apr-10,0.004087933,0.011301841,-0.005894051,-0.00477771,-0.003170893,0.000931112,-0.004270951,-0.003953149,0.003124776
8-Apr-10,-0.003990517,-0.006800986,0.00336867,-0.008161901,-0.008610225,-0.011097557,0.013915415,-0.009357213,-0.00362746
9-Apr-10,0.013150996,0.023087673,0.006661623,0.012538072,0.010153609,0.003230749,-0.005139604,0.013490297,0.003942423
12-Apr-10,-0.006163386,-0.003594491,0.001765063,0.000158395,0.001142996,0.0042358,-0.011307511,0.002303192,-0.005179159
13-Apr-10,-0.01276782,-0.01621416,0.000685109,-0.003182307,-0.002755801,-0.008090837,0.002517575,-0.003337412,-0.003799375
14-Apr-10,0.021378817,0.028145888,0.011088384,0.007605621,0.005987213,0.003905017,0.003426713,0.0061868,0.007507331
15-Apr-10,-0.004650074,-0.003290601,0.000842168,0.002076398,0.004939216,0.00612938,-0.007219636,0.003594524,5.08E-06
16-Apr-10,-0.014181169,-0.011798023,-0.01625795,-0.017727677,-0.014003168,-0.015339077,-0.015763662,-0.015112856,-0.012591087
19-Apr-10,-0.001211584,-0.014212047,0.004511129,-0.002991089,-0.00280686,-0.017574433,-0.004663629,-0.005225307,-0.015519306
20-Apr-10,0.012526916,0.016708117,0.008026026,0.016382873,0.009694645,-0.00074188,0.003178826,0.012064507,0.008943
21-Apr-10,-0.00741867,-0.003765961,-0.001019431,-0.00541835,-0.010480582,0.017223137,0.000980505,-0.00889712,0.002515698
22-Apr-10,-0.001926377,-0.00118032,0.002261236,-0.009945965,-0.010203185,-0.012791962,0,-0.012900104,-0.003179646
26-Apr-10,0.012008849,0.015475997,0.002792559,0.026140574,0.015518036,0.019598292,-0.007435409,0.015972171,0.008768359
27-Apr-10,-0.014084423,-0.017618884,-0.023659567,-0.027634706,-0.026486483,0.004188857,-0.034882362,-0.029021541,-0.011889142
28-Apr-10,-0.004895555,-0.020578676,0.006441938,-0.012278972,-0.003020529,-0.026008978,0.002177718,-0.011822851,-0.009722941
29-Apr-10,0.013199043,0.025293045,0.012860144,0.00990584,0.005569255,0.012065368,0.019639058,0.012360258,0.002971064
30-Apr-10,0.004356217,0.008757443,-0.016787736,-0.001499926,-0.011547783,0,-0.00661218,-0.006068731,0.004164699
3-May-10,-0.009524497,-0.017841335,0.0130352,0.005075353,-0.025939946,-0.033259031,-0.00610478,0.000863421,-0.007586866
4-May-10,-0.018303062,-0.021593711,-0.024127171,-0.026297374,0,0,-0.034097312,-0.030722352,-0.01250644
5-May-10,-0.015818452,-0.0280919,-0.006608358,-0.008091769,-0.012871004,0,0.000693465,-0.013654444,-0.013384167
6-May-10,-0.012077182,-0.024921713,-0.032888466,-0.008459008,-0.015260272,0,-0.02337866,-0.017706496,-0.013554059
7-May-10,-0.056752612,-0.076967445,-0.015426629,-0.033241327,-0.026580918,-0.031445668,-0.008599649,-0.033875001,-0.014724997
10-May-10,0.068951684,0.100620694,0.043034725,0.051629978,0.050322689,0.015899612,0.04024732,0.067042467,0.025317649
11-May-10,0.000243026,-0.010619634,-0.003403127,0.003284778,-0.009923973,-0.011422256,-0.015830571,-0.007264982,-0.006566375
12-May-10,0.02647418,0.03099938,0.013645989,0.023858036,0.0091998,-0.001640942,0.012325743,0.012905352,0.00716741
13-May-10,-0.000807723,0.006190107,-0.012219412,0.011013777,0.009281581,0.021559201,-0.006707098,0.003240997,0.005779977
14-May-10,-0.038389961,-0.046439624,-0.018979079,-0.031729866,-0.031938096,-0.014992412,-0.021467283,-0.035458268,-0.011049522
17-May-10,0.005780967,-0.003439788,0.001108852,0.001684314,-7.60E-05,-0.02191092,-0.008647641,-0.00055238,-0.013753547
18-May-10,0.016049266,0.021205697,-0.014297727,0.014564782,0.008477032,0.000671928,-0.032741573,0.013739955,-0.002419064
20-May-10,-0.045388971,-0.0735257,-0.044899189,-0.047922435,-0.045131161,-0.02094789,-0.044516016,-0.046420552,-0.036374727
21-May-10,-0.006232065,-0.008072813,0.014912655,-0.006605063,-0.002012629,-0.02480792,0.034904051,-0.000833535,0.00112439
24-May-10,0.008218708,0.01516534,-0.012992123,-0.004051598,0.001322477,-0.002675136,-0.005725048,-0.001938918,0.00511012
25-May-10,-0.043092096,-0.057318925,0.00035387,-0.023640576,-0.025754897,-0.031067697,-0.012275656,-0.026448367,-0.027590293
26-May-10,0.034723686,0.043782356,-0.005677006,0.015397493,0.019522005,0.006613466,0.01685499,0.019345618,0.02156199
27-May-10,0.007264208,0.014993319,0.032347213,0.03063387,0.030706095,0.012217841,0.031110931,0.029856859,0.017184219
28-May-10,0.013409826,0.019388862,-0.012451871,0.001521461,-0.001309758,0.012705619,-0.002337975,-0.000867179,0.007175984
31-May-10,-0.015485635,-0.025179175,-0.017314285,0.003047731,-0.004849455,0.000585715,0.017601299,-0.000316987,0.011325081
1-Jun-10,0.00138582,-0.007133402,0,0.002836193,0,-0.005838667,-0.019313905,-0.002435159,-0.015882222
2-Jun-10,0.013716279,0.017966551,0.025514387,-1.17E-05,-0.0023268,-0.011244189,0.01766298,0.000555776,0.003444305
3-Jun-10,0.003520353,0.008177155,0.004043236,0.012202052,0.011561046,0.031866523,-0.020334679,0.012310678,0.011455399
4-Jun-10,-0.014439062,-0.021635353,-0.035017487,-0.019302705,-0.016484528,-0.001312112,0,-0.021691071,-0.006233492
7-Jun-10,-0.005624349,-0.015977304,-0.013624434,-0.005729581,-0.011162341,-0.039176073,-0.008025503,-0.009470185,-0.015968381
8-Jun-10,-0.011897225,-0.014532624,0.01091624,-0.006183398,-0.008121108,0.00179865,0.01093973,-0.008124869,0.000723629
9-Jun-10,0.011865737,0.015006206,-0.005959341,0.019606982,0.011429826,-0.010413714,-0.00611345,0.015901475,0.0017334
10-Jun-10,0.010203012,0.012652948,0.029079822,0.011932368,0.009120865,0.01090741,0.025216549,0.015173935,0.010020454
11-Jun-10,0.004905756,0.015163323,0.004370107,-0.001447405,0.006060507,0.016895752,0.008779882,0.007070273,0.00877387
14-Jun-10,0.01005563,0.017462519,-0.001806321,0.012679226,0.007409013,0.017830353,-0.001132628,0.01186348,0.007877899
15-Jun-10,0.013067872,0.007567692,0.023222473,0.008138223,0.003013467,0.000813447,0.014206139,0.006593924,0.007188407
16-Jun-10,-0.000326348,0.005878307,-0.000556094,0.002565108,0.003844798,0.017966872,0.00478355,0.000989027,0.003332611
17-Jun-10,0.008616579,0.01079917,0.001282138,0.005256789,0.003050003,-0.006752557,-0.003248464,0.002465087,0.002606371
18-Jun-10,0.00251849,0.006836577,0.00131629,-0.001054618,-0.000590212,-0.000438122,-0.00159716,0.00221193,0.002134784
21-Jun-10,0.004246468,0.008193586,-0.003864245,0.012148879,0.009156549,0.024020296,0.006049513,0.009956113,0.017326939
22-Jun-10,-0.004728047,-0.011254901,-0.016201322,-0.003809904,-0.00988051,-0.012296417,-0.000277692,-0.007960963,-0.006912794
23-Jun-10,-0.019495737,-0.0221311,-0.002989922,-0.010345174,-0.013141046,-0.018885012,0.005370442,-0.013176245,-0.002068345
24-Jun-10,0.000166157,-0.008024183,-0.016946193,-0.014454797,-0.015235684,0.000467458,-0.01894756,-0.017800734,-0.006716706
25-Jun-10,-0.000920201,-0.003590842,0.002855218,-0.007365815,-0.010584821,-0.019410937,0.013777682,-0.007953517,-0.002310732
28-Jun-10,0.010131759,0.016951145,-0.002035951,0.01416793,0.004981133,-0.004481409,-0.009283362,0.00912492,0.00053971
29-Jun-10,-0.021815769,-0.028443062,-0.031508271,-0.033893039,-0.031547094,-0.012797735,-0.03561306,-0.034902985,-0.021032886
30-Jun-10,-0.006830443,-0.006194951,-0.010164425,0.002263889,0.000549277,-0.01984204,-0.01695535,0.002201934,-0.006962182
1-Jul-10,-0.005580513,-0.007677619,-0.003245746,-0.018285286,-0.022854729,-0.02057115,0.004911119,-0.022401698,-0.006819675
2-Jul-10,0.020009067,0.026056594,-0.004673293,-0.003982358,0.00669856,0.00131664,0.003163063,0.003560579,0.000513917
5-Jul-10,0.001419823,0.007375233,0.005344686,-0.003081455,-0.003022276,0.006829299,-0.009240018,-0.003738593,-0.000926974
6-Jul-10,0.019062249,0.022922606,0,0.021226975,0.028913492,0.007660418,0.019523926,0.026362864,0.015586943
7-Jul-10,0.000190164,-0.000713719,0.030850062,0.008694658,0.009980243,-0.00627255,0.01945031,0.012938215,0.000986979
8-Jul-10,0.009585147,0.015335579,0.009368673,0.00711645,0.01792485,0.027223014,0.003029349,0.012232775,0.007505103
9-Jul-10,-0.003400806,-0.002366536,0.0071781,0.004888902,0.005352412,0.005185917,-0.008162278,0.005906262,0.008605912
12-Jul-10,0.007303681,0.002454421,0.000732597,0.001968305,0.006621448,-0.003889532,0,0.003920399,0.002228034
13-Jul-10,0.012237341,0.012557159,0.015261854,0.018575204,0.019927849,-0.001140142,0.011465154,0.018808495,0.003910511
14-Jul-10,0.000388746,0.009663843,-0.000155215,0.003004625,-0.003325577,0.026693466,-0.003255616,-7.34E-05,0.003616272
15-Jul-10,-0.010542271,-0.007802002,0.001195446,-0.009774236,-0.008065176,-0.011263534,0.00015752,-0.009217097,-0.004870161
16-Jul-10,0.000683248,0.004743861,-0.029242932,-0.017899298,-0.010105966,-0.029034363,-0.018279429,-0.015674885,-0.006472779
19-Jul-10,0.006648115,0.001609521,0.005964074,-0.005172062,-0.002056815,-0.011534794,0.015250702,-0.00339961,0.000105052
20-Jul-10,0.001949078,0.00488972,0.011351892,-0.006950248,-0.001710765,0,0.018253481,-0.003202757,0.007196694
21-Jul-10,0.021523653,0.027040454,-0.012902686,0.003828446,0.014506585,-0.0023284,0.000217155,0.009445343,0.008880124
22-Jul-10,0.007114932,0.008759167,0.022263616,0.025019995,0.018844827,-0.006264984,0.019520681,0.021510898,0.00618863
23-Jul-10,-0.010400281,-0.006501973,0.008186429,0.003930625,-0.000225853,0.022527417,0.008707493,0.00094104,0.007336415
26-Jul-10,0.003504,0.002976954,0.011137931,0.004509516,0.00722079,0.007679093,0.001807692,0.00650243,0.002304461
27-Jul-10,0.013706542,0.018680978,-0.001049869,0.002112645,0.002724696,-0.000716823,0.003470635,0.005502492,0.002006969
28-Jul-10,0.001248869,0.002580017,-0.006946068,-0.004580894,-0.008609932,0.026642449,0.002007762,-0.004554765,0.000772417
29-Jul-10,0.005496886,0.005429191,-0.004167314,-0.007185559,-0.001072063,-0.005887121,0.002182983,-0.003207669,0.001432271
30-Jul-10,-0.014436418,-0.015301669,6.35E-05,0.002160769,-0.010594121,-0.016505065,0.008343979,-0.006165908,-0.003294977
2-Aug-10,0.013711065,0.022125061,0.02178352,0.0231777,0.026111046,0.003455171,0.014732094,0.025194828,0.015749215
3-Aug-10,-0.010180284,-0.006415477,-0.004807873,0.002504755,-0.000111177,0.012842571,-0.007618303,0.000501044,-0.002498259
4-Aug-10,-0.003298125,-0.008065884,0.006032852,0.003705923,-0.001910468,-0.021339106,0.00403614,0.000769452,0.00157399
5-Aug-10,-0.004645658,-0.005918982,-0.001269391,0.000355312,-0.003794647,0.017194987,0.002048521,-0.001961077,-0.000640049
6-Aug-10,0.002511476,0.005730527,-0.003710877,-0.011744559,-0.006244061,-0.001223049,-0.004644459,-0.010199694,-0.001846139
9-Aug-10,0.002217177,0.008207607,0.005468066,0.014585672,0.014540092,-0.007247642,-0.003427558,0.013367948,0.003611527
10-Aug-10,-0.012028845,-0.017887816,-0.005985299,-0.010342041,-0.006322505,-0.002242264,-0.00946078,-0.007752502,-0.009966402
11-Aug-10,-0.017302052,-0.025658664,-0.028583327,-0.021251057,-0.024705633,-0.027405809,-0.0215476,-0.024910185,-0.01411308
12-Aug-10,0.003930899,-0.003832495,-0.00539328,-0.003075864,0.003976678,-0.00867426,0.002671607,0.000432349,-0.005318878
13-Aug-10,0.001645509,0.006947231,-0.004031704,-0.004043914,0.001764455,0.004426509,0.004507306,-0.000208761,0.004725268
16-Aug-10,0.005847453,0.006578536,0.000120447,2.62E-05,0.000132683,-0.006156074,0.006588174,-0.000690329,0.003266443
17-Aug-10,0.01082305,0.020238128,0.012118458,0.015560959,0.014002826,-0.003811894,0.013136331,0.014231898,0.004805849
18-Aug-10,-0.000327821,-0.000327362,0.001481685,-0.003242232,-0.008936174,0.008570758,0.000798687,-0.004438279,0.000130577
19-Aug-10,-0.010043636,-0.012118576,-0.017080409,-0.018135398,-0.017424496,0.013131249,-0.011165327,-0.016559421,0.00113875
20-Aug-10,-0.001691507,-0.009961145,-0.003669695,-0.011584289,-0.003074974,-0.01977191,-0.003144563,-0.009876182,-0.002496244
23-Aug-10,0.002389147,-0.000396464,-0.004048532,0.000957052,0.007574268,-0.006852865,-0.010478088,0.005666019,-0.00146846
24-Aug-10,-0.004548585,-0.013976189,-0.014618777,-0.01263499,-0.015167554,-0.013422368,-0.012597583,-0.015370175,-0.00973058
25-Aug-10,-0.0057746,-0.002290255,0.003283982,-0.00607356,-0.009079105,-0.016788012,-0.005432496,-0.009328747,-0.009662437
26-Aug-10,0.013165613,0.015274597,-0.00771448,0.002214683,0.009040314,0.006882682,-0.014549103,0.008409564,-0.000755376
27-Aug-10,0.004862007,0.005853075,0.016450715,0.006505555,0.008843976,0.009451649,0.026544215,0.008337548,0.005080761
31-Aug-10,0.010504082,0.006812423,-0.014437883,-0.004370022,0.004526804,-0.018748669,-0.006731457,0.000375835,0.00200541
1-Sep-10,0.011817165,0.015375877,0.029077658,0.026428121,0.026664218,0.011600551,0.029166024,0.028944995,0.014404659
2-Sep-10,0.002965501,0.009657952,0.009039912,-8.22E-06,0.000856818,0.015099904,-0.003958745,0.000777359,0.003654103
3-Sep-10,0.002184557,0.006114259,0.013132363,0.008310417,0.010575054,0.00564342,-0.001932773,0.009502452,0.005049774
6-Sep-10,0.00167273,0.005548296,-0.011537451,0.003323122,0.002042826,0.020330369,0.001019292,0.002650618,0.007314074
7-Sep-10,-0.005813995,-0.012223346,0,-0.006053993,-0.005789635,-0.00813074,-0.00510688,-0.007760931,-0.001896565
8-Sep-10,-0.002285365,-0.002284646,0.006418033,0.007580031,0.004041528,-0.022071403,0,0.006180087,-0.003641465
13-Sep-10,0.026892714,0.036792574,0.020741297,0.015651223,0.024702944,0.032403707,0.024161011,0.020395796,0.022418509
14-Sep-10,0.003509248,0.000956115,-0.00071333,0.002190302,0.000341331,-0.002417685,-0.004995479,0.000484693,0.000165775
